column_name,source_table,domain,role,allowed_for_bias,candidate_hypotheses,candidate_hypotheses_reason
mtbs_year_max,national-mtbs-tract-table,wildfire,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
mtbs_size_threshold,national-mtbs-tract-table,wildfire,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
nifc_covered,national-nifc-tract-table,wildfire,coverage_flag,True,Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks
nifc_wildfire_burned_pct_land,national-nifc-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
nifc_wildfire_burned_km2,national-nifc-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
nifc_wildfire_fires,national-nifc-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
nifc_wildfire_last_year,national-nifc-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
nifc_wildfire_ever,national-nifc-tract-table,wildfire,derived_ever_flag,True,Measurement Eligibility Bias; Component Dominance,real per-tract hazard-history signal (paired with its own _covered flag) that feeds both the measurement-eligibility question and the component-dominance vulnerability crosstab
nifc_years_since_wildfire,national-nifc-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
nifc_prescribed_burned_pct_land,national-nifc-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
nifc_wildfire_fires_history,national-nifc-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
nifc_wildfire_fires_wfigs,national-nifc-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
nifc_year_min,national-nifc-tract-table,wildfire,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
nifc_year_max,national-nifc-tract-table,wildfire,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
fod_covered,national-fpa-fod-tract-table,wildfire,coverage_flag,True,Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks
fod_fires,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_acres_ignited,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_ignition_density,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_human_fires,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_natural_fires,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_large_fires,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_human_share,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_human_share_classified,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_cause_unknown_share,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_last_fire_year,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_largest_fire_acres,national-fpa-fod-tract-table,wildfire,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material
fod_ever,national-fpa-fod-tract-table,wildfire,derived_ever_flag,True,Measurement Eligibility Bias; Component Dominance,real per-tract hazard-history signal (paired with its own _covered flag) that feeds both the measurement-eligibility question and the component-dominance vulnerability crosstab
fod_year_min,national-fpa-fod-tract-table,wildfire,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
fod_year_max,national-fpa-fod-tract-table,wildfire,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
fod_edition,national-fpa-fod-tract-table,wildfire,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
ghcn_covered,national-noaa-ghcn-tract-table,heat,coverage_flag,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
ghcn_stations_in_tract,national-noaa-ghcn-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
ghcn_temp_stations_in_tract,national-noaa-ghcn-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
ghcn_any_nearest_km,national-noaa-ghcn-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
ghcn_temp_nearest_km,national-noaa-ghcn-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
ghcn_prcp_nearest_km,national-noaa-ghcn-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
ghcn_any_within_25km,national-noaa-ghcn-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
ghcn_temp_within_25km,national-noaa-ghcn-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
ghcn_anchor_unreliable,national-noaa-ghcn-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
ghcn_year_min,national-noaa-ghcn-tract-table,heat,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
ghcn_year_max,national-noaa-ghcn-tract-table,heat,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
cdcw_covered,national-cdc-wonder-tract-table,heat,coverage_flag,True,Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks
cdcw_grain,national-cdc-wonder-tract-table,heat,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
hwd_maxtemp_mean,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_maxtemp_change,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_maxtemp_trend_days_per_decade,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_maxtemp_trend_p,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_maxtemp_never_defined,national-cdc-wonder-tract-table,heat,measurement,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
hwd_heatindex_mean,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_heatindex_change,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_heatindex_trend_days_per_decade,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_heatindex_trend_p,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_heatindex_never_defined,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_heatstress_mean,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_heatstress_change,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_heatstress_trend_days_per_decade,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_heatstress_trend_p,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
hwd_heatstress_never_defined,national-cdc-wonder-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
cdcw_window_start,national-cdc-wonder-tract-table,heat,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
cdcw_window_end,national-cdc-wonder-tract-table,heat,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
gehe_covered,national-nasa-heat-tract-table,heat,coverage_flag,True,Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks
gehe_coverage_frac,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_wbgt28_days_mean,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_wbgt28_days_change,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_wbgt28_trend_days_per_yr,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_wbgt30_days_mean,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_wbgt30_days_change,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_wbgt30_trend_days_per_yr,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_wbgt32_days_mean,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_wbgt32_days_change,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_wbgt32_trend_days_per_yr,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
gehe_record_start,national-nasa-heat-tract-table,heat,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
gehe_record_end,national-nasa-heat-tract-table,heat,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
uhe_covered,national-nasa-heat-tract-table,heat,coverage_flag,True,Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks
uhe_city_name,national-nasa-heat-tract-table,heat,identity_metadata,True,Source Provenance x Vulnerability,"identity-metadata column matched by an explicit, named per-column rule (see module docstring)"
uhe_city_country,national-nasa-heat-tract-table,heat,identity_metadata,True,Source Provenance x Vulnerability,"identity-metadata column matched by an explicit, named per-column rule (see module docstring)"
uhe_overlap_frac,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
uhe_wbgtmax28_days_per_yr,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
uhe_wbgtmax30_days_per_yr,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
uhe_himax461_days_per_yr,national-nasa-heat-tract-table,heat,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material
pmdi_covered,national-drought-gov-tract-table,drought,coverage_flag,True,Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks
pmdi_mean,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
pmdi_summer_mean,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
pmdi_winter_mean,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
pmdi_pct_months_severe,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
pmdi_recent_percentile,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
pmdi_mean_1895_2025,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
spi_covered,national-drought-gov-tract-table,drought,coverage_flag,True,Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks
spi_calibration,national-drought-gov-tract-table,drought,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
spi03_mean,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
spi03_summer_mean,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
spi03_winter_mean,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
spi03_pct_months_d2,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
spi12_mean,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
spi12_summer_mean,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
spi12_winter_mean,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
spi12_pct_months_d2,national-drought-gov-tract-table,drought,measurement,True,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,drought-domain measurement — generic vulnerability/hazard covariate raw material
drought_gov_window_start,national-drought-gov-tract-table,drought,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
drought_gov_window_end,national-drought-gov-tract-table,drought,vintage_metadata,False,,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain"
